"letter","xbox","ybox","width","height","onpix","xbar","ybar","x2bar","y2bar","xybar","x2ybar","xy2bar","xedge","xedgey","yedge","yedgex","RowID"
"F",1,0,1,0,0,3,12,4,2,11,9,6,0,8,2,7,8257
"R",7,11,9,8,6,9,7,5,7,8,4,6,3,7,6,11,10797
"O",7,10,7,7,6,8,6,7,5,10,5,11,5,7,5,6,14890
"K",6,10,9,8,8,10,5,2,6,9,2,7,8,6,7,12,10344
"G",2,3,3,2,2,7,7,5,5,9,7,10,2,8,4,9,3239
"V",1,3,3,2,1,6,11,3,3,8,11,8,2,11,1,8,10392
"P",5,9,7,7,6,9,8,4,5,11,4,4,2,9,4,8,2190
"Q",3,5,4,6,4,9,10,6,2,4,8,11,3,10,5,10,8538
"G",6,10,8,7,5,6,6,6,6,6,6,8,4,7,4,8,15918
"X",3,6,4,4,1,7,7,6,2,7,6,8,3,8,4,8,10746
"G",3,6,4,4,3,6,7,6,5,9,7,10,2,9,4,10,13246
"I",1,7,2,5,1,7,7,0,8,7,6,8,0,8,3,8,10997
"Y",3,5,4,7,7,8,5,4,2,7,7,9,5,10,4,7,16791
"J",2,9,3,7,1,14,3,6,5,14,1,9,0,7,0,8,19832
"E",2,1,2,1,1,4,7,5,8,7,6,13,0,8,7,9,16477
"A",1,0,2,0,0,7,4,2,0,7,2,8,2,6,1,8,18979
"M",5,9,7,6,7,7,7,2,4,9,8,9,7,6,2,8,12538
"P",5,8,6,10,8,9,9,2,3,6,9,6,9,11,7,5,8444
"H",5,11,8,8,7,8,7,3,6,10,5,8,3,9,4,8,18487
"P",3,5,6,4,3,7,10,4,4,12,5,3,1,10,3,8,14840
"F",3,2,3,4,2,5,11,3,6,11,9,5,1,10,3,6,13362
"K",4,10,5,8,4,3,6,7,4,7,7,12,3,8,3,11,1516
"X",7,10,10,8,NA,4,8,2,8,10,11,10,3,9,NA,5,16316
"L",3,9,5,7,3,8,4,0,9,9,3,11,0,7,3,9,11688
"F",5,9,4,5,3,8,10,3,4,11,5,4,3,10,7,7,7340
"O",3,7,4,5,3,7,8,8,4,7,6,8,3,8,3,8,11326
"S",3,4,5,3,2,8,7,2,7,10,5,8,1,9,5,8,1297
"Y",2,6,4,4,2,8,9,1,6,5,11,8,1,11,1,8,7414
"T",3,8,5,6,2,7,14,1,5,7,10,8,0,8,0,8,15694
"X",4,8,6,7,6,9,9,2,6,7,5,6,2,5,7,7,6619
"T",4,5,5,3,2,7,12,3,7,7,11,8,2,11,1,8,13237
"H",5,9,7,7,6,6,6,6,4,6,5,8,6,7,6,10,9290
"D",5,10,7,7,5,9,7,5,7,10,4,5,3,8,3,8,8451
"R",2,1,3,2,1,6,10,8,2,7,5,8,2,7,5,10,16668
"D",5,8,7,6,5,7,7,8,5,7,7,4,4,8,4,8,19730
"S",5,9,7,8,8,9,8,4,5,7,6,8,5,10,9,11,4535
"Y",3,5,5,7,7,8,4,4,3,7,8,8,5,9,5,8,9310
"V",3,5,4,3,2,4,12,2,3,9,11,7,3,10,1,7,3737
"N",5,10,7,5,3,8,7,2,4,12,8,8,5,8,0,8,5592
"L",5,9,7,7,5,8,4,1,8,9,2,10,1,6,3,9,8265
"N",7,12,8,6,4,12,4,5,3,13,0,7,5,7,0,7,8025
"D",2,5,3,3,2,9,6,3,5,10,4,7,3,7,2,8,15252
"L",4,9,5,7,3,3,4,3,9,2,0,7,0,7,1,5,5061
"M",3,4,5,3,3,8,5,3,3,9,6,8,7,5,1,8,15699
"W",7,10,10,8,14,9,7,5,2,7,7,8,13,10,4,6,1190
"I",3,10,4,7,2,7,7,0,8,14,6,8,0,8,1,8,3804
"L",3,7,5,5,3,4,3,8,6,1,3,3,1,6,0,6,18908
"C",4,8,5,6,3,6,7,6,7,12,8,11,2,10,4,7,13593
"A",2,4,4,3,2,7,2,2,2,7,2,8,2,6,3,7,13949
"M",4,9,5,7,6,7,6,10,1,7,8,8,8,5,0,8,7232
"B",6,11,8,8,12,8,7,5,4,7,7,7,8,10,10,10,8081
"N",6,10,8,8,6,7,9,5,5,7,6,6,7,7,3,7,3870
"D",5,10,5,6,4,9,6,3,5,8,5,7,6,9,5,8,15194
"O",2,1,2,2,1,8,7,7,5,7,6,8,2,8,3,8,10411
"O",3,3,5,5,2,8,6,8,8,7,4,8,3,8,4,8,15255
"V",4,5,6,4,2,4,12,3,3,10,11,7,3,10,1,7,11462
"Q",7,9,7,11,8,7,10,4,4,7,10,11,5,11,10,9,19025
"W",4,7,7,5,5,9,12,2,2,6,8,8,8,13,1,7,19498
"O",5,9,6,6,8,7,8,5,1,7,7,8,8,9,6,10,1542
"D",5,9,6,7,3,6,8,11,10,8,7,6,3,8,4,8,1329
"J",2,8,3,6,2,14,4,4,4,13,2,8,0,7,0,8,17422
"J",2,5,3,3,1,10,6,2,6,12,4,9,1,6,1,7,19913
"P",4,9,5,6,2,NA,14,7,1,11,6,3,0,10,4,8,1936
"D",3,3,4,2,2,NA,7,6,6,7,6,5,5,8,3,7,13184
"B",5,11,7,9,8,8,7,5,4,7,5,7,4,8,6,8,11472
"L",2,8,3,6,1,0,1,5,6,0,0,7,0,8,0,8,17688
"X",6,10,9,7,5,7,8,1,9,10,6,8,3,8,4,7,5700
"M",6,8,9,6,7,8,7,2,5,9,6,8,9,6,2,8,3380
"B",5,10,5,8,7,7,8,8,6,8,6,7,2,8,8,9,2733
"D",2,2,3,3,3,7,7,6,6,7,6,5,2,8,3,7,997
"Z",3,8,4,6,2,7,7,4,13,10,6,8,0,8,8,8,14572
"Z",2,2,3,4,2,8,7,5,9,6,6,8,1,8,7,8,17512
"B",5,10,5,8,4,6,8,10,7,7,5,7,2,8,9,10,8059
"F",3,8,5,6,4,6,10,3,6,10,9,5,5,10,3,6,8719
"N",1,0,1,1,0,7,7,10,0,6,6,8,4,8,0,8,928
"K",4,7,4,5,2,4,7,8,1,7,6,11,3,8,2,11,13134
"O",6,8,8,7,6,7,5,5,5,8,4,7,3,7,5,7,11190
"D",3,9,4,7,4,6,7,10,7,7,7,6,3,8,3,8,11211
"I",1,5,1,4,1,7,7,1,7,7,6,9,0,8,3,8,3067
"Y",4,6,6,8,6,10,11,5,4,6,7,7,5,10,7,4,13558
"G",6,11,8,8,5,6,6,6,7,6,6,8,3,8,4,7,16176
"M",15,15,15,8,8,3,9,6,6,3,2,13,10,12,2,8,9518
"M",6,10,9,8,8,11,6,2,4,9,4,6,9,6,2,8,7902
"B",5,9,7,8,9,7,7,5,4,7,6,8,6,9,8,NA,2222
"E",5,9,4,4,2,7,8,4,7,10,5,11,1,8,7,8,6115
"O",7,11,10,8,12,8,8,6,2,7,7,8,10,9,7,11,6112
"O",4,5,5,4,4,7,6,5,5,9,5,10,4,6,5,6,16244
"C",5,9,6,7,3,4,8,6,9,12,9,12,1,9,3,7,2110
"Q",4,6,4,8,5,8,5,6,4,9,5,9,3,8,5,7,17472
"W",6,10,8,8,9,7,9,6,4,9,9,7,8,8,5,12,10761
"T",3,6,5,6,4,6,7,3,8,8,6,9,3,7,7,6,10651
"U",6,8,7,6,5,4,NA,5,7,9,8,10,5,8,3,4,4053
"M",9,12,11,7,5,13,2,5,2,12,1,9,7,3,1,9,8579
"O",7,10,7,8,5,8,6,8,6,10,5,9,5,9,6,5,9502
"X",3,9,5,7,4,7,7,3,8,5,7,9,3,8,6,8,12568
"A",1,0,2,0,0,7,4,2,0,7,2,8,1,7,1,8,3607
"M",4,9,7,6,9,8,6,3,1,7,4,8,10,7,2,6,6754
"X",3,5,6,3,2,5,8,2,9,11,10,9,2,9,3,6,2171
"B",6,9,8,7,6,9,6,4,7,9,5,7,3,8,6,10,4428
"W",5,7,6,5,6,7,8,6,3,8,8,7,7,9,4,9,19689
"Y",3,4,5,5,1,6,10,3,1,8,13,8,1,11,0,8,10959
"X",4,9,6,6,4,3,9,2,8,11,12,10,3,8,4,4,7178
"K",6,11,9,8,7,7,7,4,7,6,5,8,7,8,5,9,5030
"T",2,8,3,6,1,7,13,0,6,7,11,8,0,8,0,8,10109
"C",2,4,3,3,1,4,8,4,7,10,9,13,1,8,2,7,13878
"O",5,8,7,6,8,8,7,5,1,7,6,8,9,9,6,11,15491
"Z",8,12,8,6,5,10,3,4,7,12,3,11,3,6,7,11,14956
"A",4,9,6,7,4,10,3,2,2,8,2,10,5,5,3,8,16050
"M",5,9,8,7,7,12,6,2,4,9,2,6,8,6,2,8,895
"J",4,9,NA,7,4,8,6,6,6,8,6,8,3,7,4,6,12672
"G",3,6,4,4,2,6,7,6,6,10,7,10,2,10,4,9,12483
"U",5,7,5,5,3,4,8,6,6,9,8,9,3,9,3,5,19430
"Q",5,11,5,6,3,10,4,4,7,11,3,9,3,7,8,11,9280
"S",3,9,4,7,4,8,6,8,5,7,7,9,2,NA,8,7,16901
"V",4,10,6,8,4,6,11,2,3,7,11,9,2,10,1,9,5247
"G",5,11,4,6,3,7,9,4,4,9,6,5,3,9,8,7,15650
"T",4,5,5,4,3,8,12,3,7,6,11,8,2,11,1,7,6577
"P",6,11,6,8,3,4,14,8,1,11,6,3,1,10,4,8,8118
"Z",1,3,2,1,1,8,7,1,8,11,6,8,1,8,5,8,17399
"N",4,7,6,5,3,8,7,7,6,6,6,4,6,9,2,5,14012
"Y",7,9,8,7,4,2,10,3,7,12,12,7,1,11,2,5,14011
"D",9,15,9,8,5,8,6,5,7,12,3,7,6,7,6,10,6358
"S",2,3,3,2,1,9,7,2,6,10,5,7,1,9,5,9,923
"F",2,1,2,1,1,5,10,4,4,10,9,5,1,10,2,7,1448
"Q",3,5,5,7,5,8,12,3,3,5,8,11,3,13,4,9,17832
"T",4,8,5,6,3,6,11,3,7,9,11,7,5,12,1,7,8048
"F",4,8,5,6,5,6,9,5,4,8,6,8,5,10,6,12,17061
"S",4,9,4,7,3,8,7,8,7,8,6,8,2,9,9,8,16515
"K",3,4,6,3,3,6,7,1,7,10,7,10,3,8,3,7,7369
"C",6,12,4,6,2,7,8,7,6,11,7,7,2,9,5,8,6489
"R",7,10,7,5,5,6,8,3,4,7,4,10,6,8,6,7,16251
"B",3,8,5,6,4,8,7,7,6,7,6,6,2,8,8,10,7987
"Y",2,5,4,4,2,7,10,1,7,7,11,8,1,11,2,8,11154
"N",3,3,4,5,2,7,7,14,2,5,6,8,5,8,0,8,17771
"Y",3,3,4,2,1,4,10,2,7,10,10,5,2,12,NA,4,3847
"O",2,1,2,2,1,8,7,7,5,7,6,8,2,8,3,8,2097
"R",1,3,2,1,1,7,8,4,4,7,5,6,2,7,3,8,19594
"V",8,11,NA,8,5,3,12,2,3,9,10,7,5,11,2,6,17552
"Q",8,14,8,8,4,9,4,4,7,11,4,10,3,7,8,11,450
"Q",6,9,8,8,7,7,4,5,6,7,4,9,5,5,7,7,9432
"E",3,4,3,3,3,7,7,5,8,7,6,8,2,8,6,9,12688
"E",2,4,4,3,2,6,8,3,9,11,8,9,2,8,4,6,7562
"R",5,11,7,8,6,6,8,5,6,6,5,7,3,6,6,9,1313
"D",4,7,5,5,2,5,7,10,9,7,6,5,3,8,4,8,365
"R",4,7,4,5,4,6,10,7,3,7,4,9,2,7,5,11,8254
"A",2,8,4,6,2,12,3,3,2,10,1,9,2,6,2,8,2251
"T",5,10,7,7,8,6,8,4,6,7,6,9,5,8,5,6,12137
"C",2,3,2,2,1,4,8,4,6,11,10,11,1,9,2,7,3280
"G",5,8,6,6,3,5,7,6,6,10,8,10,2,8,5,9,5136
"E",4,8,4,6,3,3,9,6,12,7,5,14,0,8,7,7,4250
"G",9,14,8,8,5,7,4,6,3,8,5,4,4,8,6,6,16839
"Y",3,4,5,6,6,7,8,4,1,6,8,9,4,11,NA,7,3819
"A",4,10,7,8,5,7,3,1,2,5,2,8,4,5,4,6,18658
"K",6,9,9,7,6,3,8,3,8,11,12,12,4,7,4,4,14213
"Z",2,5,3,3,2,7,8,5,9,6,6,9,2,8,7,8,16422
"U",4,4,5,3,2,4,8,5,7,11,10,9,3,9,1,7,4471
"E",2,4,4,3,2,7,8,2,7,11,7,8,2,8,4,8,3484
"Y",3,5,5,8,6,7,10,3,2,7,8,9,3,11,8,5,18288
"B",4,9,6,6,6,8,7,5,6,9,6,6,3,9,7,8,12982
"N",4,7,4,5,2,7,7,14,2,5,6,8,6,8,0,8,14785
"X",4,4,5,5,1,7,7,4,4,7,6,8,3,8,4,8,393
"S",3,9,4,7,4,8,8,5,7,5,5,6,0,8,8,8,4565
"T",3,11,5,8,1,8,15,0,6,7,11,8,0,8,0,8,10144
"A",6,11,8,9,8,7,7,8,4,8,5,8,4,8,10,1,2205
"S",4,8,5,6,3,7,5,6,9,5,6,10,0,9,9,8,248
"E",2,4,4,3,2,7,7,2,7,11,6,8,NA,8,5,9,5280
"I",1,6,0,8,0,7,7,4,4,7,6,8,0,8,0,8,11290
"E",2,4,4,3,2,7,7,2,7,11,6,8,2,8,4,9,1181
"Q",5,6,7,9,10,8,9,5,2,6,7,9,9,14,10,14,18791
"M",9,14,11,8,7,6,4,3,2,8,4,10,10,1,1,8,15674
"S",1,0,1,0,0,8,7,3,6,5,6,7,0,8,7,8,6957
"Q",5,6,5,8,5,8,8,5,2,8,8,10,3,9,6,8,2923
"S",7,9,9,8,9,10,8,4,7,7,7,8,5,9,9,11,3579
"R",4,2,5,3,4,6,7,5,6,6,5,7,3,7,4,8,17212
"V",4,7,5,5,2,6,11,3,2,8,11,8,2,9,3,8,7302
"W",3,3,3,2,2,5,10,3,2,9,8,7,5,11,1,6,8034
"J",2,1,3,3,1,10,6,2,6,12,4,8,0,7,0,7,7856
"A",3,8,5,6,3,9,2,2,3,8,2,8,2,6,3,7,119
"F",4,9,5,6,3,8,9,2,6,14,5,4,2,10,3,8,17927
"X",3,3,4,4,1,7,7,4,4,7,6,8,3,8,4,8,1740
"W",6,9,6,4,4,5,8,2,3,8,9,7,9,10,2,5,14218
"X",1,0,1,0,0,7,7,3,5,7,6,8,2,8,4,7,19705
"F",3,3,3,4,1,1,12,4,4,12,10,7,0,8,2,6,9129
"I",6,7,8,8,7,9,8,5,5,7,5,9,3,8,9,7,4212
"V",4,4,6,7,1,9,8,5,3,6,14,8,3,9,0,8,15974
"B",4,8,6,6,4,11,6,3,7,11,3,7,2,8,5,11,2289
"S",3,7,4,5,2,9,7,4,8,11,4,8,2,8,5,9,8875
"H",4,7,4,5,2,7,7,14,0,7,6,8,3,8,0,8,10816
"Y",7,9,7,7,3,5,9,1,9,9,10,5,1,11,4,3,17052
"F",5,7,6,5,6,8,6,5,4,7,6,8,6,9,6,10,19627
"A",5,11,8,8,5,8,2,2,3,6,1,7,3,7,4,7,12326
"B",4,6,6,4,5,9,8,3,6,7,6,8,6,8,6,9,1112
"X",4,4,6,3,3,6,7,1,8,10,8,8,2,8,3,7,10098
NA,0,0,1,0,0,12,4,4,3,12,4,10,0,7,0,8,12944
"E",6,10,8,7,7,10,6,2,7,11,4,8,5,6,5,11,6230
"U",3,8,5,6,3,6,8,8,9,9,9,8,3,9,1,8,1373
"J",1,1,2,3,1,10,6,3,5,11,4,9,1,7,1,7,16624
"Z",5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,8,5230
"D",7,10,9,8,8,7,8,6,6,8,7,6,7,8,3,7,15967
"P",6,9,9,7,4,9,9,3,7,14,4,3,2,9,4,9,4227
"H",4,7,6,5,4,7,7,3,6,10,5,9,3,8,3,9,19836
"M",11,11,11,6,5,4,9,5,6,4,2,12,9,11,2,8,10551
"Y",6,11,6,8,3,4,10,2,7,10,11,6,1,11,3,4,1926
"W",1,0,2,1,1,7,8,3,0,7,8,8,5,10,0,8,11963
"A",3,7,5,5,2,12,3,4,3,11,2,10,2,6,3,9,11575
"P",2,3,4,2,2,7,10,3,4,12,4,3,1,10,2,8,4492
"T",4,11,5,8,3,7,14,0,5,7,10,8,0,8,0,8,3830
"M",5,9,8,7,10,7,6,4,2,7,4,8,13,6,3,7,907
"O",5,11,6,8,9,8,10,5,2,7,7,8,8,9,5,10,4419
"V",4,5,5,4,2,4,12,NA,3,10,11,7,2,10,1,8,17765
"P",7,10,10,8,5,7,14,5,3,13,4,0,0,10,4,NA,434
"A",6,11,6,6,4,10,2,4,2,11,5,12,5,4,6,10,3144
"X",2,3,3,2,1,5,8,2,7,10,10,9,2,9,2,6,19411
"U",5,10,6,8,2,7,4,15,6,7,14,8,3,9,0,8,16588
"B",4,7,6,5,5,10,7,3,6,10,4,6,2,8,4,10,651
"J",2,2,4,4,2,10,6,2,6,12,4,8,1,6,1,7,9
"E",5,11,7,8,6,7,8,2,8,11,7,8,3,NA,4,8,5942
"Q",6,8,6,10,6,8,6,7,4,9,6,10,4,9,7,6,15893
"P",7,10,6,5,4,6,12,5,3,12,6,3,3,11,5,6,3193
"R",4,8,5,6,4,8,9,4,6,8,4,9,3,6,5,11,12072
"E",4,5,6,4,5,6,8,4,4,8,7,9,4,11,8,10,1785
"B",1,1,2,1,1,7,7,7,5,7,6,7,1,8,6,8,9474
"V",2,1,4,2,NA,7,12,3,3,7,11,8,2,10,1,8,7922
"L",5,11,6,8,5,5,6,0,9,4,3,8,3,7,2,5,5992
"M",7,9,10,6,6,10,5,2,6,9,4,7,8,6,2,8,13020
"B",5,NA,6,6,5,9,8,7,8,7,5,5,2,8,8,9,13030
"O",4,7,5,5,3,8,6,8,5,10,6,9,3,8,3,8,506
"G",2,3,3,2,2,6,6,5,6,7,5,10,2,9,4,9,7684
"K",4,7,6,5,4,7,6,1,6,9,5,9,3,8,3,8,8372
"A",4,10,7,8,5,11,2,2,2,9,2,9,4,5,4,8,9395
"R",2,5,4,3,3,NA,7,4,5,9,NA,7,3,7,4,9,8409
"E",2,3,2,2,1,7,7,5,7,7,5,8,2,8,5,10,13712
"C",4,8,5,6,3,6,8,7,8,8,8,14,2,10,4,9,18824
"A",2,2,4,3,2,8,2,2,2,8,1,8,NA,6,2,7,7375
"R",6,9,9,8,9,7,7,4,4,7,5,8,8,7,7,9,2898
"X",3,7,4,5,2,7,7,4,4,7,6,8,2,8,4,8,9657
"J",0,0,1,0,0,11,4,5,3,12,4,10,0,7,0,8,11926
"Q",4,7,4,9,4,7,7,6,3,8,8,10,3,9,6,8,13833
"M",5,7,8,5,7,8,7,2,4,9,6,7,7,5,2,7,4943
"C",6,11,7,8,5,5,8,7,6,8,8,15,4,9,6,6,2326
"Y",1,1,2,1,0,NA,10,2,2,7,12,8,1,11,0,8,10813
"Z",5,9,7,7,5,9,6,2,9,11,4,9,3,7,7,9,4653
"R",3,9,4,6,3,5,10,9,3,7,4,8,3,7,6,11,509
"Y",9,9,7,13,5,7,8,4,3,6,11,5,5,10,6,6,1971
"P",6,9,5,5,2,7,9,5,3,12,4,5,4,9,4,8,1377
"F",2,8,3,5,1,1,11,4,6,11,11,9,0,8,2,6,12123
"X",2,3,3,4,1,7,7,4,4,7,6,8,3,8,4,8,5380
"W",4,8,6,6,7,7,8,5,3,7,9,8,6,8,3,8,6470
"B",4,9,4,6,6,6,8,8,6,7,5,7,2,7,7,9,10943
"D",3,6,5,4,6,9,8,4,4,7,6,6,4,8,8,5,7288
"I",1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,18158
"R",8,13,6,8,4,10,6,6,4,10,2,9,7,5,6,10,11401
"X",3,4,5,3,2,7,7,1,8,10,6,8,2,8,3,7,614
"S",6,9,5,4,2,11,2,3,4,11,2,10,3,7,3,11,14578
"S",4,4,5,6,3,8,6,5,9,5,6,8,0,8,9,8,16161
"D",4,4,5,6,3,6,8,10,9,8,7,6,3,8,4,8,18056
"V",6,7,5,5,3,3,11,2,3,9,11,8,3,11,1,7,12248
"C",3,6,5,5,4,5,6,3,4,7,6,11,4,10,7,8,2793
"G",5,11,7,8,8,7,6,7,3,7,6,10,5,8,8,8,11397
"B",5,11,7,8,6,9,8,4,7,10,4,6,2,8,6,10,9921
"Y",4,10,6,8,3,7,10,1,7,7,12,8,1,11,2,8,3152
"J",2,3,4,2,1,9,6,3,5,14,6,10,0,7,0,8,843
"B",6,11,6,8,5,6,6,9,7,6,6,7,2,8,10,10,716
"Q",4,6,4,7,5,8,5,7,4,9,6,8,3,8,4,8,10398
"G",4,8,5,6,3,6,6,7,6,10,7,12,2,9,4,9,2790
"O",3,10,5,8,5,8,6,8,4,6,5,6,3,8,3,7,5189
"R",8,14,8,8,6,8,8,3,5,9,4,8,6,6,7,7,19822
"Q",7,12,7,6,4,9,4,4,8,11,4,10,3,7,8,11,13536
"M",4,7,6,5,5,11,6,3,4,9,3,6,7,6,2,8,6886
"P",1,0,2,1,0,5,11,7,1,9,6,4,1,9,3,8,17235
"S",2,6,3,4,2,8,7,7,7,7,7,9,2,10,9,8,4301
"N",3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,726
"R",2,3,3,2,2,8,7,3,5,9,4,7,2,7,4,10,15462
"Z",5,6,6,8,3,7,7,4,15,9,6,8,0,8,8,8,9304
"H",4,9,6,6,7,7,7,6,6,7,6,9,3,8,3,8,759
"D",1,0,2,1,1,5,7,8,6,7,6,6,2,8,3,8,6765
"H",5,7,7,5,5,6,7,6,7,7,6,8,6,8,3,8,3754
"Y",3,6,5,8,1,7,10,1,3,7,12,8,1,11,0,8,11698
"X",3,6,4,5,4,7,8,2,5,8,6,8,2,7,6,7,14118
"E",3,5,6,4,3,8,7,2,8,11,5,8,2,8,5,10,664
"B",6,11,8,8,7,9,7,4,7,10,4,6,3,8,6,10,1434
"A",3,7,5,5,3,11,3,2,2,9,1,9,3,5,2,8,17153
"X",2,2,3,3,2,8,7,3,8,6,6,8,2,8,6,8,9414
"W",6,6,6,4,4,1,12,3,2,11,10,8,6,11,1,7,6488
"F",9,14,8,8,6,7,11,3,4,12,6,4,6,8,9,5,4530
"A",3,9,5,7,3,12,3,4,3,11,1,9,2,6,3,9,474
"V",3,5,6,4,2,6,13,3,3,8,11,8,3,10,1,8,1148
"Y",4,9,7,7,3,7,11,1,8,6,12,8,1,11,2,8,14408
"I",3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7,628
"S",3,4,4,6,2,8,7,6,9,4,6,7,0,8,9,8,15876
"O",4,9,4,7,4,7,7,7,3,9,7,8,3,8,3,7,14036
"I",1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,16341
"A",3,2,5,3,2,8,2,2,2,6,1,8,2,6,2,7,14354
"B",2,7,3,5,3,6,7,7,5,6,6,7,2,8,7,9,7485
"D",5,10,5,8,5,6,7,9,8,6,4,6,3,8,3,8,17804
"K",5,9,5,7,2,4,7,9,2,7,6,12,3,8,3,11,401
"R",2,4,4,3,2,9,7,2,6,10,3,6,2,7,3,10,15554
"F",4,9,4,6,2,1,13,5,4,12,11,6,0,8,2,6,9153
"E",4,9,5,6,3,5,9,2,10,10,8,9,2,8,5,5,19993
"Q",5,8,5,9,7,8,7,7,3,8,6,9,3,9,6,7,10064
"G",6,10,6,7,5,5,7,6,5,9,7,12,2,9,5,8,19159
"P",3,5,5,3,3,8,10,3,4,12,4,2,1,10,3,NA,15013
"Q",8,12,7,6,4,10,3,5,7,12,3,11,3,7,8,11,12611
"L",4,10,4,8,1,0,1,6,6,0,0,6,0,8,0,8,6855
"R",4,7,6,5,6,7,7,3,4,7,6,8,6,9,6,5,12849
"K",4,7,6,6,5,9,5,2,3,8,4,9,4,7,6,12,19792
"T",3,7,5,5,3,6,12,3,7,8,11,8,1,11,1,7,16897
"P",3,4,4,6,6,8,9,4,0,8,7,7,5,9,5,7,626
"X",2,3,3,2,1,7,8,1,7,10,7,8,2,8,2,7,16493
"P",8,9,6,4,3,8,8,5,4,12,3,6,5,9,4,8,4455
"K",5,8,7,6,4,5,8,2,7,10,9,10,3,8,3,7,11558
"I",2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,1782
"V",2,6,4,4,1,6,8,4,2,8,13,8,3,10,0,NA,12726
"D",3,2,4,4,3,7,7,7,6,6,6,5,2,8,3,7,9077
NA,4,9,6,7,3,6,3,1,9,8,2,11,0,7,2,8,14076
"Z",2,7,3,5,2,7,7,3,12,8,6,8,0,8,7,8,2633
"N",2,3,3,1,1,5,9,3,3,10,8,8,4,8,0,8,85
"Z",1,3,3,2,1,7,7,2,9,11,6,8,1,8,5,7,15148
"B",1,3,3,2,2,7,8,2,4,10,6,6,2,8,4,8,18327
"N",5,10,6,8,6,7,7,13,1,NA,6,8,6,9,0,6,10748
"W",4,7,6,5,3,8,8,4,1,7,8,8,8,9,0,8,19863
"I",2,9,5,7,5,NA,6,2,4,9,5,5,3,8,5,7,6046
"P",4,9,4,6,2,4,11,9,3,9,6,4,1,10,4,8,7545
"Q",5,8,7,6,6,8,5,7,4,6,7,7,4,6,7,8,5996
"F",3,9,5,6,3,4,11,2,6,11,10,6,1,10,3,5,1425
"T",1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8,19002
"E",3,5,6,3,3,7,6,2,8,11,6,10,2,8,4,9,4718
"H",3,9,4,6,2,7,NA,15,1,7,4,8,3,8,0,8,1284
"H",4,5,4,7,2,7,7,15,1,7,6,8,3,8,0,8,15463
"N",3,8,4,6,4,7,7,12,1,6,6,8,5,8,0,8,9740
"Z",5,9,6,7,5,7,7,5,10,7,6,8,1,8,7,8,17018
"Q",4,10,5,9,3,8,7,8,6,6,7,8,3,8,6,9,5820
"K",3,5,4,3,3,5,7,4,7,6,6,11,3,8,4,10,18103
"J",3,7,5,5,2,8,5,5,5,15,7,12,1,6,1,6,3963
"W",9,9,NA,7,8,4,11,2,2,9,8,7,7,12,2,6,11389
"T",4,10,5,8,5,7,11,3,7,7,11,8,2,12,1,8,13156
"I",0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,16101
"J",4,11,5,8,3,11,5,4,7,12,2,9,1,6,2,6,4523
"J",4,8,3,11,3,8,8,3,3,12,5,5,3,8,6,10,11857
"X",4,9,5,6,1,7,7,5,4,7,6,8,3,8,4,8,17613
"Y",9,13,8,7,5,8,7,4,6,9,5,5,4,9,6,5,17919
"H",3,3,4,4,2,7,9,14,1,7,3,8,3,8,0,8,13407
"Q",5,8,5,9,6,7,10,4,3,6,9,11,3,9,6,8,7712
"A",6,11,8,9,9,8,7,8,3,7,6,8,3,8,9,3,15417
"D",8,14,7,8,5,6,7,5,6,9,6,6,5,8,7,4,3934
"R",3,9,4,6,3,5,11,8,4,7,4,9,3,7,6,11,10827
"J",3,7,4,5,2,9,6,1,6,11,4,7,0,7,1,7,1428
"Y",7,7,9,10,9,10,12,6,4,6,7,6,5,10,8,5,19332
"E",1,3,3,2,1,6,7,2,7,11,7,9,1,8,3,8,13532
"D",5,9,8,6,6,9,8,4,6,11,5,5,4,7,4,9,17134
"R",6,9,8,7,9,6,7,4,5,7,6,8,6,9,7,5,555
"R",5,4,5,7,3,5,10,9,3,7,5,8,3,8,6,11,10346
"X",4,9,6,7,5,8,5,3,5,6,7,8,3,9,9,9,476
"L",2,7,3,5,2,5,5,2,8,3,2,7,0,7,1,5,15283
"L",2,6,3,4,2,4,3,8,7,1,2,4,1,6,1,6,10047
"N",3,6,3,4,3,8,7,11,1,6,6,8,5,9,0,6,5103
"C",5,9,5,7,3,4,8,6,8,12,10,12,1,9,3,7,16722
"X",3,5,5,4,2,9,6,1,8,10,4,8,2,8,3,9,14949
"M",3,1,4,3,3,8,6,6,4,6,7,8,7,5,2,7,12433
"Q",2,4,3,5,3,8,7,7,3,6,6,9,3,8,5,10,15531
"O",3,6,4,4,2,7,7,7,5,10,6,9,3,8,3,8,10156
"G",5,11,7,9,3,7,6,8,9,6,6,10,1,8,6,11,13458
"L",2,6,2,4,1,0,2,5,6,0,0,7,0,8,0,8,6442
"Q",1,0,2,1,0,8,7,6,3,6,6,9,2,8,3,8,16463
"B",4,2,4,4,4,7,7,5,5,6,6,6,2,8,7,11,13797
